Id,SalePrice
1461,123578.434878752
1462,161318.69077681
1463,181685.401589952
1464,198263.916114181
1465,199169.636531764
1466,168187.158405365
1467,177484.390660271
1468,157169.731606423
1469,199772.387792483
1470,113004.931058616
1471,195380.205577519
1472,98922.6138381884
1473,96389.4715494487
1474,142986.467252247
1475,108814.028280753
1476,350103.123539989
1477,238777.737934347
1478,286747.465956264
1479,275174.30895265
1480,506700.996615636
1481,318730.367522932
1482,197097.154527608
1483,177259.323931831
1484,151403.452120279
1485,190630.828836431
1486,194068.872349212
1487,318865.784459798
1488,227528.919176853
1489,195071.507677663
1490,247855.798819446
1491,193012.253220137
1492,96120.0814843778
1493,194634.094519601
1494,265136.017340417
1495,284070.917915453
1496,234216.19601223
1497,183092.357085925
1498,161059.115364876
1499,161963.144070911
1500,156829.111226226
1501,170548.738084889
1502,148487.546221576
1503,298659.493620324
1504,242524.300644139
1505,225271.226314169
1506,188534.734018013
1507,252340.552279751
1508,202876.886382006
1509,159800.129852447
1510,138739.022159177
1511,147206.320390126
1512,178970.558170374
1513,142681.142770339
1514,149783.928423006
1515,210080.291464129
1516,159450.71803944
1517,178985.647329181
1518,129005.456799279
1519,216493.068202003
1520,124956.527828518
1521,127894.924847278
1522,182116.439572323
1523,108318.781574197
1524,123147.203807656
1525,120062.431488965
1526,113024.778562547
1527,102973.241708948
1528,148491.868599766
1529,144715.619724901
1530,189633.841053074
1531,106822.121643048
1532,104069.221164768
1533,148134.744553553
1534,124926.052902528
1535,163238.446716453
1536,116806.05942688
1537,58446.5368261083
1538,156063.540470289
1539,205531.31879553
1540,92632.6423228664
1541,141252.352607137
1542,139608.406714902
1543,174141.964516971
1544,86275.2132162162
1545,116320.238029738
1546,129311.65462332
1547,132344.872359186
1548,132568.4875283
1549,112408.067389986
1550,125274.616563819
1551,117353.984913768
1552,132084.239091704
1553,156987.177496471
1554,119078.962642317
1555,169606.678165225
1556,85866.0112494935
1557,102459.594653368
1558,97846.0378278436
1559,79387.9705112325
1560,129207.17954175
1561,123396.558891492
1562,128363.083125109
1563,116596.498232585
1564,156235.823982996
1565,144651.897271934
1566,243267.920911709
1567,76910.3451358277
1568,223750.644291708
1569,123282.937583037
1570,147796.329749654
1571,128265.630829535
1572,140554.280574412
1573,275143.747927576
1574,118085.13572178
1575,229496.582820996
1576,253589.133073969
1577,171670.729379118
1578,145291.474632335
1579,138711.638657731
1580,190979.424788319
1581,159033.970931749
1582,119070.73827005
1583,306560.485374704
1584,215465.239809898
1585,141195.59636904
1586,72621.2987918166
1587,103486.402232155
1588,152675.829705547
1589,95777.473549085
1590,136717.60991921
1591,92709.4508855814
1592,103645.205850052
1593,121910.744777704
1594,124004.720611505
1595,107541.041822
1596,199470.721185847
1597,171704.841907004
1598,212694.627552055
1599,175209.168214164
1600,158130.925801948
1601,72058.319109012
1602,113563.255026888
1603,76936.8677221359
1604,264525.46928692
1605,249803.309984105
1606,174045.761720026
1607,173629.509742696
1608,206643.511175663
1609,182910.530524247
1610,148800.128118377
1611,140513.541394243
1612,169683.789969673
1613,160543.356581671
1614,128197.647870046
1615,95464.9321956045
1616,82680.6811556283
1617,97461.4820827036
1618,119635.024313142
1619,139130.212512924
1620,157271.335260707
1621,143131.188651956
1622,139897.404624845
1623,272559.265431762
1624,212843.100065502
1625,118642.82944056
1626,166764.865600635
1627,188613.51416591
1628,293557.698438109
1629,182537.59265808
1630,389542.997944203
1631,216829.690639388
1632,251934.817245706
1633,173344.218726678
1634,182919.502241203
1635,175431.019018874
1636,150500.663510094
1637,193830.739995955
1638,191625.473490024
1639,193590.860835054
1640,268815.870450711
1641,191608.452093881
1642,236443.775383601
1643,226453.440077513
1644,239279.94954255
1645,208473.369079675
1646,158311.426085463
1647,155611.487785184
1648,122462.397159157
1649,136634.205566702
1650,108197.584444878
1651,119843.784263072
1652,101037.185727655
1653,105340.139286775
1654,135487.913149672
1655,127287.156893763
1656,133299.440121703
1657,136673.156874376
1658,136254.45172932
1659,113633.371692301
1660,156458.190531835
1661,456064.161605987
1662,393636.100974292
1663,361285.535917675
1664,560819.764155973
1665,289180.328014528
1666,334569.059204065
1667,346375.418441637
1668,315723.755175899
1669,286413.697470753
1670,334185.366484918
1671,256814.883512702
1672,437948.384900185
1673,273265.862848161
1674,230373.384216629
1675,189258.103679054
1676,185312.538874707
1677,212253.321517041
1678,479232.416205822
1679,388200.651137147
1680,318511.644280795
1681,238680.214170733
1682,312641.263514596
1683,172780.997798566
1684,183033.983394113
1685,170881.549076108
1686,160197.573346522
1687,175677.578843851
1688,191001.832971108
1689,192663.281892109
1690,196067.553020794
1691,183728.435458383
1692,270965.362920381
1693,175886.406852652
1694,178303.376849151
1695,165277.160357565
1696,287051.20373593
1697,173213.273848625
1698,340917.674497706
1699,304365.760438705
1700,245365.757373803
1701,262796.563356711
1702,235688.266092071
1703,238973.217647141
1704,269764.371990569
1705,226692.375695858
1706,458992.08345753
1707,218335.72077116
1708,196599.932344829
1709,260299.080911775
1710,218891.285469701
1711,281120.081647145
1712,264698.642988308
1713,275509.099027924
1714,244479.18468852
1715,209604.672426071
1716,178533.53070574
1717,168868.07072205
1718,137563.708680569
1719,208817.396358332
1720,251960.196562866
1721,169724.713339804
1722,134972.112025689
1723,162283.508283744
1724,206457.829113944
1725,235467.398668533
1726,190151.975528741
1727,147424.845224123
1728,186994.627471678
1729,159857.903128076
1730,157771.131272423
1731,120887.567161189
1732,121770.497602838
1733,110261.609663199
1734,113747.282246636
1735,135625.51832145
1736,113031.992452368
1737,295187.885982035
1738,246903.387425164
1739,240964.064868252
1740,214653.460185505
1741,192217.305723024
1742,172897.426648032
1743,181636.136088884
1744,296481.504886926
1745,203690.340827115
1746,205310.161261468
1747,224676.840989944
1748,240884.035341321
1749,147855.126919884
1750,132842.638847174
1751,268410.699223561
1752,117582.468001054
1753,143598.877079202
1754,194513.899363476
1755,162103.629274042
1756,122717.072876662
1757,116995.495806099
1758,145147.020911796
1759,165277.473671977
1760,162243.420406869
1761,148315.528362905
1762,174725.883373552
1763,190179.877500672
1764,113021.100305939
1765,176905.36177306
1766,189650.891725458
1767,229833.06920271
1768,140687.317119708
1769,176539.818822
1770,151009.557215115
1771,116147.258224204
